,class_label
20201O36_20200426_040000_58,5
20201O36_20200426_040000_61,5
20201O36_20200426_040000_62,5
20201O36_20200426_040000_63,5
20201O36_20200426_040000_64,5
20201O36_20200426_040000_65,5
20201O36_20200426_040000_66,5
20201O36_20200426_040000_67,5
20201O36_20200426_040000_68,5
20201O36_20200426_040000_69,5
20201O36_20200426_040000_7,1
20201O36_20200426_040000_71,5
20201O36_20200426_040000_72,5
20201O36_20200426_040000_73,5
20201O36_20200426_040000_74,5
20201O36_20200426_040000_75,5
20201O36_20200426_040000_76,5
20201O36_20200426_040000_77,5
20201O36_20200426_040000_78,5
20201O36_20200426_040000_79,5
20201O36_20200426_040000_81,5
20201O36_20200426_040000_82,5
20201O36_20200426_040000_83,5
20201O36_20200426_040000_84,5
20201O36_20200426_040000_85,5
20201O36_20200426_040000_86,5
20201O36_20200426_040000_87,5
20201O36_20200426_040000_88,5
20201O36_20200426_040000_89,5
20201O36_20200426_040000_9,1
20201O36_20200426_040000_90,5
20201O36_20200426_040000_91,5
20201O36_20200426_040000_92,5
20201O36_20200426_040000_93,5
20201O36_20200426_040000_94,5
20201O36_20200426_040000_95,5
20201O36_20200426_040000_96,5
20201O36_20200426_040000_97,5
20201O36_20200426_040000_98,5
20201O36_20200426_040000_99,5
20201O36_20200426_050000_2,1
20201O36_20200426_050000_3,1
20201O36_20200426_050000_4,1
20201O36_20200426_060000_0,4
20201O52_20200416_040000_10,0
20201O52_20200416_040000_11,0
20201O52_20200416_040000_12,0
20201O52_20200416_040000_13,0
20201O52_20200416_040000_14,0
20201O52_20200416_040000_15,0
20201O52_20200416_040000_16,0
20201O52_20200416_040000_17,0
20201O52_20200416_040000_18,0
20201O52_20200416_040000_19,0
20201O52_20200416_040000_20,0
20201O52_20200416_040000_21,0
20201O52_20200416_040000_22,0
20201O52_20200416_040000_23,0
20201O52_20200416_040000_24,0
20201O52_20200416_040000_25,0
20201O52_20200416_040000_26,0
20201O52_20200416_040000_27,0
20201O52_20200416_040000_28,0
20201O52_20200416_040000_29,0
20201O52_20200416_040000_3,0
20201O52_20200416_040000_30,0
20201O52_20200416_040000_31,1
20201O52_20200416_040000_33,1
20201O52_20200416_040000_35,1
20201O52_20200416_040000_36,1
20201O52_20200416_040000_37,1
20201O52_20200416_040000_38,1
20201O52_20200416_040000_39,1
20201O52_20200416_040000_4,0
20201O52_20200416_040000_40,1
20201O52_20200416_040000_41,1
20201O52_20200416_040000_42,1
20201O52_20200416_040000_45,1
20201O52_20200416_040000_46,1
20201O52_20200416_040000_48,1
20201O52_20200416_040000_49,1
20201O52_20200416_040000_5,0
20201O52_20200416_040000_50,1
20201O52_20200416_040000_51,1
20201O52_20200416_040000_52,1
20201O52_20200416_040000_53,1
20201O52_20200416_040000_54,1
20201O52_20200416_040000_55,1
20201O52_20200416_040000_57,1
20201O52_20200416_040000_58,1
20201O52_20200416_040000_59,1
20201O52_20200416_040000_6,0
20201O52_20200416_040000_60,1
20201O52_20200416_040000_61,1
20201O52_20200416_040000_62,1
20201O52_20200416_040000_64,1
20201O52_20200416_040000_65,1
20201O52_20200416_040000_66,1
20201O52_20200416_040000_67,1
20201O52_20200416_040000_68,1
20201O52_20200416_040000_69,1
20201O52_20200416_040000_7,0
20201O52_20200416_040000_70,1
20201O52_20200416_040000_71,1
20201O52_20200416_040000_72,1
20201O52_20200416_040000_73,1
20201O52_20200416_040000_74,1
20201O52_20200416_040000_75,1
20201O52_20200416_040000_76,1
20201O52_20200416_040000_77,1
20201O52_20200416_040000_78,1
20201O52_20200416_040000_79,1
20201O52_20200416_040000_8,0
20201O52_20200416_040000_80,1
20201O52_20200416_040000_81,1
20201O52_20200416_040000_82,1
20201O52_20200416_040000_83,3
20201O52_20200416_040000_84,3
20201O52_20200416_040000_85,3
20201O52_20200416_040000_86,3
20201O52_20200416_040000_87,3
20201O52_20200416_040000_88,3
20201O52_20200416_040000_89,3
20201O52_20200416_040000_9,0
20201O52_20200416_040000_90,3
20201O52_20200416_040000_91,3
20201O52_20200416_050000_0,0
20201O52_20200416_050000_1,0
20201O52_20200416_050000_10,1
20201O52_20200416_050000_11,1
20201O52_20200416_050000_12,1
20201O52_20200416_050000_13,1
20201O52_20200416_050000_14,1
20201O52_20200416_050000_15,1
20201O52_20200416_050000_16,1
20201O52_20200416_050000_17,1
20201O52_20200416_050000_18,1
20201O52_20200416_050000_19,1
20201O52_20200416_050000_4,1
20201O52_20200416_050000_6,1
20201O52_20200416_050000_7,1
20201O52_20200416_050000_8,1
20201O52_20200416_050000_9,1
20201O52_20200416_060000_10,1
20201O52_20200416_060000_16,1
20201O52_20200416_060000_18,0
20201O52_20200416_060000_19,0
20201O52_20200416_060000_20,0
20201O52_20200417_040000_0,0
20201O52_20200417_040000_1,0
20201O52_20200417_040000_10,0
20201O52_20200417_040000_11,0
20201O52_20200417_040000_12,0
20201O52_20200417_040000_13,0
20201O52_20200417_040000_16,3
20201O52_20200417_040000_17,3
20201O52_20200417_040000_19,3
20201O52_20200417_040000_2,0
20201O52_20200417_040000_20,3
20201O52_20200417_040000_22,3
20201O52_20200417_040000_23,3
20201O52_20200417_040000_24,3
20201O52_20200417_040000_25,3
20201O52_20200417_040000_26,3
20201O52_20200417_040000_27,3
20201O52_20200417_040000_28,3
20201O52_20200417_040000_29,3
20201O52_20200417_040000_3,0
20201O52_20200417_040000_30,3
20201O52_20200417_040000_31,3
20201O52_20200417_040000_32,3
20201O52_20200417_040000_33,3
20201O52_20200417_040000_34,3
20201O52_20200417_040000_35,3
20201O52_20200417_040000_36,3
20201O52_20200417_040000_38,1
20201O52_20200417_040000_39,1
20201O52_20200417_040000_4,0
20201O52_20200417_040000_41,1
20201O52_20200417_040000_43,1
20201O52_20200417_040000_44,1
20201O52_20200417_040000_45,1
20201O52_20200417_040000_46,1
20201O52_20200417_040000_47,1
20201O52_20200417_040000_48,1
20201O52_20200417_040000_49,1
20201O52_20200417_040000_5,0
20201O52_20200417_040000_50,1
20201O52_20200417_040000_57,1
20201O52_20200417_040000_6,0
20201O52_20200417_040000_7,0
20201O52_20200417_040000_8,0
20201O52_20200417_040000_9,0
20201O52_20200417_050000_14,0
20201O52_20200417_050000_15,3
20201O52_20200417_050000_16,3
20201O52_20200417_050000_17,3
20201O52_20200417_050000_18,3
20201O52_20200417_050000_19,3
20201O52_20200417_050000_20,3
20201O52_20200417_050000_21,3
20201O52_20200417_050000_22,3
20201O52_20200417_050000_23,3
20201O52_20200417_050000_24,3
20201O52_20200417_050000_25,3
20201O52_20200417_050000_26,3
20201O52_20200417_050000_27,3
20201O52_20200417_050000_28,3
20201O52_20200417_050000_29,3
20201O52_20200417_050000_30,3
20201O52_20200417_050000_31,3
20201O52_20200417_050000_7,0
20201O52_20200417_050000_8,0
20201O52_20200417_050000_9,0
20201O52_20200418_040000_3,1
20201O52_20200418_040000_5,1
20201O52_20200418_040000_6,1
20201O52_20200418_040000_7,1
20201W77_20200417_040000_0,1
20201W77_20200417_040000_1,1
20201W77_20200417_040000_10,2
20201W77_20200417_040000_101,0
20201W77_20200417_040000_103,0
20201W77_20200417_040000_104,0
20201W77_20200417_040000_105,0
20201W77_20200417_040000_106,0
20201W77_20200417_040000_107,0
20201W77_20200417_040000_108,0
20201W77_20200417_040000_109,2
20201W77_20200417_040000_11,2
20201W77_20200417_040000_110,2
20201W77_20200417_040000_111,2
20201W77_20200417_040000_114,2
20201W77_20200417_040000_115,2
20201W77_20200417_040000_116,2
20201W77_20200417_040000_117,2
20201W77_20200417_040000_118,2
20201W77_20200417_040000_119,2
20201W77_20200417_040000_120,2
20201W77_20200417_040000_13,2
20201W77_20200417_040000_15,2
20201W77_20200417_040000_16,2
20201W77_20200417_040000_17,2
20201W77_20200417_040000_19,2
20201W77_20200417_040000_20,2
20201W77_20200417_040000_21,2
20201W77_20200417_040000_22,2
20201W77_20200417_040000_23,2
20201W77_20200417_040000_24,2
20201W77_20200417_040000_25,2
20201W77_20200417_040000_26,2
20201W77_20200417_040000_27,2
20201W77_20200417_040000_28,2
20201W77_20200417_040000_29,2
20201W77_20200417_040000_3,1
20201W77_20200417_040000_30,2
20201W77_20200417_040000_32,2
20201W77_20200417_040000_33,2
20201W77_20200417_040000_35,2
20201W77_20200417_040000_37,2
20201W77_20200417_040000_38,2
20201W77_20200417_040000_4,1
20201W77_20200417_040000_40,2
20201W77_20200417_040000_41,2
20201W77_20200417_040000_42,2
20201W77_20200417_040000_44,0
20201W77_20200417_040000_46,0
20201W77_20200417_040000_49,0
20201W77_20200417_040000_54,0
20201W77_20200417_040000_55,0
20201W77_20200417_040000_56,0
20201W77_20200417_040000_58,0
20201W77_20200417_040000_59,0
20201W77_20200417_040000_6,1
20201W77_20200417_040000_61,0
20201W77_20200417_040000_62,0
20201W77_20200417_040000_63,0
20201W77_20200417_040000_64,0
20201W77_20200417_040000_65,0
20201W77_20200417_040000_66,0
20201W77_20200417_040000_67,0
20201W77_20200417_040000_69,0
20201W77_20200417_040000_7,1
20201W77_20200417_040000_70,0
20201W77_20200417_040000_72,0
20201W77_20200417_040000_73,0
20201W77_20200417_040000_74,0
20201W77_20200417_040000_75,0
20201W77_20200417_040000_76,0
20201W77_20200417_040000_78,0
20201W77_20200417_040000_79,0
20201W77_20200417_040000_8,1
20201W77_20200417_040000_80,0
20201W77_20200417_040000_81,0
20201W77_20200417_040000_82,0
20201W77_20200417_040000_83,0
20201W77_20200417_040000_84,0
20201W77_20200417_040000_85,0
20201W77_20200417_040000_86,0
20201W77_20200417_040000_88,0
20201W77_20200417_040000_89,0
20201W77_20200417_040000_9,1
20201W77_20200417_040000_91,0
20201W77_20200417_040000_92,0
20201W77_20200417_040000_93,0
20201W77_20200417_040000_94,0
20201W77_20200417_040000_95,0
20201W77_20200417_040000_98,0
20201W77_20200417_050000_0,1
20201W77_20200417_050000_1,1
20201W77_20200417_050000_10,1
20201W77_20200417_050000_11,1
20201W77_20200417_050000_12,1
20201W77_20200417_050000_13,1
20201W77_20200417_050000_14,1
20201W77_20200417_050000_15,1
20201W77_20200417_050000_16,1
20201W77_20200417_050000_17,1
20201W77_20200417_050000_18,1
20201W77_20200417_050000_19,1
20201W77_20200417_050000_2,1
20201W77_20200417_050000_20,1
20201W77_20200417_050000_21,1
20201W77_20200417_050000_23,2
20201W77_20200417_050000_24,2
20201W77_20200417_050000_25,2
20201W77_20200417_050000_26,2
20201W77_20200417_050000_27,2
20201W77_20200417_050000_28,2
20201W77_20200417_050000_29,2
20201W77_20200417_050000_3,1
20201W77_20200417_050000_30,2
20201W77_20200417_050000_31,2
20201W77_20200417_050000_32,2
20201W77_20200417_050000_33,2
20201W77_20200417_050000_34,2
20201W77_20200417_050000_35,2
20201W77_20200417_050000_36,2
20201W77_20200417_050000_37,2
20201W77_20200417_050000_38,2
20201W77_20200417_050000_39,2
20201W77_20200417_050000_4,1
20201W77_20200417_050000_40,2
20201W77_20200417_050000_41,2
20201W77_20200417_050000_5,1
20201W77_20200417_050000_7,1
20201W77_20200417_050000_8,1
20201W77_20200417_050000_9,1
20201W77_20200417_060000_1,0
20201W77_20200417_060000_2,0
20201W77_20200418_040000_0,2
20201W77_20200418_040000_11,2
20201W77_20200418_040000_12,2
20201W77_20200418_040000_13,2
20201W77_20200418_040000_14,2
20201W77_20200418_040000_15,2
20201W77_20200418_040000_16,2
20201W77_20200418_040000_17,2
20201W77_20200418_040000_18,0
20201W77_20200418_040000_2,2
20201W77_20200418_040000_20,0
20201W77_20200418_040000_21,0
20201W77_20200418_040000_22,0
20201W77_20200418_040000_23,0
20201W77_20200418_040000_24,0
20201W77_20200418_040000_25,1
20201W77_20200418_040000_28,1
20201W77_20200418_040000_29,1
20201W77_20200418_040000_30,1
20201W77_20200418_040000_32,0
20201W77_20200418_040000_34,0
20201W77_20200418_040000_35,0
20201W77_20200418_040000_36,0
20201W77_20200418_040000_37,0
20201W77_20200418_040000_39,0
20201W77_20200418_040000_40,0
20201W77_20200418_040000_41,0
20201W77_20200418_040000_42,0
20201W77_20200418_040000_43,0
20201W77_20200418_040000_44,0
20201W77_20200418_040000_46,0
20201W77_20200418_040000_47,0
20201W77_20200418_040000_48,0
20201W77_20200418_040000_49,0
20201W77_20200418_040000_5,2
20201W77_20200418_040000_50,0
20201W77_20200418_040000_51,0
20201W77_20200418_040000_52,0
20201W77_20200418_040000_53,0
20201W77_20200418_040000_54,0
20201W77_20200418_040000_55,0
20201W77_20200418_040000_56,0
20201W77_20200418_040000_57,0
20201W77_20200418_040000_59,0
20201W77_20200418_040000_61,0
20201W77_20200418_040000_62,0
20201W77_20200418_040000_7,2
20201W77_20200418_040000_9,2
20201W77_20200418_050000_0,0
20201W77_20200418_050000_1,0
20201W77_20200418_050000_10,2
20201W77_20200418_050000_11,2
20201W77_20200418_050000_12,2
20201W77_20200418_050000_13,2
20201W77_20200418_050000_16,2
20201W77_20200418_050000_17,2
20201W77_20200418_050000_18,2
20201W77_20200418_050000_19,2
20201W77_20200418_050000_2,0
20201W77_20200418_050000_20,2
20201W77_20200418_050000_21,2
20201W77_20200418_050000_22,2
20201W77_20200418_050000_23,2
20201W77_20200418_050000_24,2
20201W77_20200418_050000_25,2
20201W77_20200418_050000_26,2
20201W77_20200418_050000_30,-1
20201W77_20200418_050000_36,1
20201W77_20200418_050000_38,1
20201W77_20200418_050000_39,1
20201W77_20200418_050000_40,1
20201W77_20200418_050000_5,2
20201W77_20200418_050000_6,2
20201W77_20200418_050000_7,2
20201W77_20200418_050000_9,2
20201W77_20200419_040000_0,1
20201W77_20200419_040000_1,1
20201W77_20200419_040000_10,2
20201W77_20200419_040000_11,2
20201W77_20200419_040000_13,2
20201W77_20200419_040000_14,2
20201W77_20200419_040000_15,2
20201W77_20200419_040000_16,2
20201W77_20200419_040000_17,2
20201W77_20200419_040000_18,2
20201W77_20200419_040000_19,2
20201W77_20200419_040000_2,1
20201W77_20200419_040000_20,2
20201W77_20200419_040000_21,2
20201W77_20200419_040000_22,2
20201W77_20200419_040000_23,2
20201W77_20200419_040000_24,2
20201W77_20200419_040000_26,2
20201W77_20200419_040000_27,2
20201W77_20200419_040000_28,2
20201W77_20200419_040000_29,2
20201W77_20200419_040000_3,1
20201W77_20200419_040000_30,2
20201W77_20200419_040000_31,2
20201W77_20200419_040000_32,0
20201W77_20200419_040000_33,0
20201W77_20200419_040000_34,0
20201W77_20200419_040000_35,0
20201W77_20200419_040000_36,0
20201W77_20200419_040000_37,0
20201W77_20200419_040000_38,0
20201W77_20200419_040000_39,0
20201W77_20200419_040000_4,1
20201W77_20200419_040000_40,0
20201W77_20200419_040000_7,2
20201W77_20200419_040000_9,2
20201W77_20200419_050000_10,0
20201W77_20200419_050000_11,0
20201W77_20200419_050000_12,0
20201W77_20200419_050000_13,0
20201W77_20200419_050000_15,0
20201W77_20200419_050000_16,0
20201W77_20200419_050000_17,0
20201W77_20200419_050000_18,0
20201W77_20200419_050000_19,0
20201W77_20200419_050000_20,0
20201W77_20200419_050000_22,0
20201W77_20200419_050000_23,0
20201W77_20200419_050000_24,0
20201W77_20200419_050000_26,0
20201W77_20200419_050000_27,0
20201W77_20200419_050000_28,0
20201W77_20200419_050000_29,0
20201W77_20200419_050000_30,0
20201W77_20200419_050000_31,0
20201W77_20200419_050000_32,0
20201W77_20200419_050000_33,0
20201W77_20200419_050000_34,0
20201W77_20200419_050000_36,0
20201W77_20200419_050000_37,0
20201W77_20200419_050000_38,0
20201W77_20200419_050000_39,0
20201W77_20200419_050000_41,0
20201W77_20200419_050000_42,0
20201W77_20200419_050000_43,0
20201W77_20200419_050000_44,0
20201W77_20200419_050000_45,0
20201W77_20200419_050000_46,0
20201W77_20200419_050000_47,0
20201W77_20200419_050000_48,0
20201W77_20200419_050000_5,0
20201W77_20200419_050000_51,0
20201W77_20200419_050000_53,2
20201W77_20200419_050000_54,2
20201W77_20200419_050000_55,2
20201W77_20200419_050000_56,2
20201W77_20200419_050000_57,2
20201W77_20200419_050000_58,2
20201W77_20200419_050000_59,2
20201W77_20200419_050000_6,0
20201W77_20200419_050000_60,2
20201W77_20200419_050000_8,0
20201W77_20200419_050000_9,0
20201W77_20200419_070000_0,1
20201W77_20200419_070000_1,1
20201W99A_20200425_030000_0,0
20201W99A_20200426_040000_0,0
20201W99A_20200426_040000_2,0
20201W99A_20200426_070000_0,0
20201W99A_20200426_080000_0,1
20201W99A_20200426_080000_1,1
20201W99A_20200426_080000_10,1
20201W99A_20200426_080000_11,1
20201W99A_20200426_080000_12,1
20201W99A_20200426_080000_2,1
20201W99A_20200426_080000_3,1
20201W99A_20200426_080000_4,1
20201W99A_20200426_080000_5,1
20201W99A_20200426_080000_6,1
20201W99A_20200426_080000_7,1
20201W99A_20200427_060000_0,1
20201W99A_20200427_060000_4,1
20201W99A_20200427_060000_5,1
20201W99A_20200427_060000_6,1
20201W99A_20200427_060000_7,0
20201W99A_20200427_060000_8,0
20201W99A_20200427_060000_9,0
20201W99A_20200427_070000_0,1
20201W99A_20200427_070000_1,1
20201W99A_20200427_070000_2,1
20201W99A_20200427_070000_4,1
20201W99A_20200427_070000_5,1
20201W99A_20200427_070000_6,1
20201W99A_20200427_080000_1,0
20201W99A_20200427_080000_2,0
20201W99A_20200427_080000_3,0
20201W99A_20200427_080000_4,0
20211B227_20210418_040000_0,4
20211B227_20210418_040000_1,4
20211B227_20210418_040000_10,4
20211B227_20210418_040000_11,4
20211B227_20210418_040000_12,4
20211B227_20210418_040000_13,4
20211B227_20210418_040000_14,4
20211B227_20210418_040000_15,4
20211B227_20210418_040000_16,4
20211B227_20210418_040000_17,4
20211B227_20210418_040000_18,4
20211B227_20210418_040000_19,4
20211B227_20210418_040000_2,4
20211B227_20210418_040000_20,4
20211B227_20210418_040000_21,4
20211B227_20210418_040000_22,4
20211B227_20210418_040000_23,4
20211B227_20210418_040000_24,2
20211B227_20210418_040000_25,2
20211B227_20210418_040000_26,2
20211B227_20210418_040000_27,2
20211B227_20210418_040000_28,2
20211B227_20210418_040000_29,2
20211B227_20210418_040000_3,4
20211B227_20210418_040000_30,2
20211B227_20210418_040000_31,2
20211B227_20210418_040000_32,2
20211B227_20210418_040000_33,2
20211B227_20210418_040000_34,2
20211B227_20210418_040000_35,2
20211B227_20210418_040000_36,2
20211B227_20210418_040000_37,2
20211B227_20210418_040000_38,2
20211B227_20210418_040000_39,2
20211B227_20210418_040000_4,4
20211B227_20210418_040000_40,2
20211B227_20210418_040000_41,2
20211B227_20210418_040000_42,2
20211B227_20210418_040000_43,2
20211B227_20210418_040000_44,2
20211B227_20210418_040000_45,2
20211B227_20210418_040000_46,2
20211B227_20210418_040000_47,2
20211B227_20210418_040000_48,2
20211B227_20210418_040000_49,2
20211B227_20210418_040000_5,4
20211B227_20210418_040000_50,2
20211B227_20210418_040000_51,2
20211B227_20210418_040000_52,2
20211B227_20210418_040000_53,2
20211B227_20210418_040000_54,2
20211B227_20210418_040000_55,2
20211B227_20210418_040000_56,2
20211B227_20210418_040000_57,2
20211B227_20210418_040000_58,2
20211B227_20210418_040000_59,2
20211B227_20210418_040000_6,4
20211B227_20210418_040000_60,2
20211B227_20210418_040000_61,2
20211B227_20210418_040000_62,2
20211B227_20210418_040000_63,2
20211B227_20210418_040000_64,2
20211B227_20210418_040000_65,2
20211B227_20210418_040000_66,2
20211B227_20210418_040000_67,2
20211B227_20210418_040000_68,1
20211B227_20210418_040000_69,1
20211B227_20210418_040000_7,4
20211B227_20210418_040000_70,1
20211B227_20210418_040000_71,1
20211B227_20210418_040000_72,1
20211B227_20210418_040000_73,1
20211B227_20210418_040000_74,1
20211B227_20210418_040000_75,1
20211B227_20210418_040000_76,1
20211B227_20210418_040000_77,1
20211B227_20210418_040000_78,1
20211B227_20210418_040000_79,1
20211B227_20210418_040000_8,4
20211B227_20210418_040000_80,1
20211B227_20210418_040000_81,0
20211B227_20210418_040000_82,0
20211B227_20210418_040000_83,0
20211B227_20210418_040000_85,0
20211B227_20210418_040000_86,0
20211B227_20210418_040000_87,0
20211B227_20210418_040000_88,0
20211B227_20210418_040000_89,0
20211B227_20210418_040000_9,4
20211B227_20210418_040000_90,0
20211B227_20210418_040000_91,0
20211B227_20210418_040000_92,0
20211B227_20210418_040000_93,0
20211B227_20210418_040000_94,0
20211B227_20210418_040000_95,0
20211B227_20210419_040000_0,4
20211B227_20210419_040000_1,4
20211B227_20210419_040000_10,4
20211B227_20210419_040000_100,3
20211B227_20210419_040000_101,3
20211B227_20210419_040000_102,3
20211B227_20210419_040000_103,3
20211B227_20210419_040000_104,3
20211B227_20210419_040000_105,3
20211B227_20210419_040000_106,3
20211B227_20210419_040000_107,3
20211B227_20210419_040000_108,3
20211B227_20210419_040000_11,4
20211B227_20210419_040000_12,4
20211B227_20210419_040000_13,4
20211B227_20210419_040000_14,4
20211B227_20210419_040000_15,4
20211B227_20210419_040000_16,4
20211B227_20210419_040000_17,4
20211B227_20210419_040000_18,4
20211B227_20210419_040000_19,4
20211B227_20210419_040000_2,4
20211B227_20210419_040000_20,4
20211B227_20210419_040000_21,4
20211B227_20210419_040000_22,2
20211B227_20210419_040000_23,2
20211B227_20210419_040000_24,2
20211B227_20210419_040000_25,2
20211B227_20210419_040000_26,2
20211B227_20210419_040000_27,2
20211B227_20210419_040000_28,2
20211B227_20210419_040000_29,2
20211B227_20210419_040000_3,4
20211B227_20210419_040000_30,2
20211B227_20210419_040000_31,2
20211B227_20210419_040000_32,2
20211B227_20210419_040000_33,2
20211B227_20210419_040000_34,2
20211B227_20210419_040000_35,2
20211B227_20210419_040000_36,2
20211B227_20210419_040000_37,2
20211B227_20210419_040000_38,2
20211B227_20210419_040000_39,2
20211B227_20210419_040000_4,4
20211B227_20210419_040000_40,2
20211B227_20210419_040000_41,2
20211B227_20210419_040000_42,2
20211B227_20210419_040000_43,1
20211B227_20210419_040000_44,1
20211B227_20210419_040000_45,1
20211B227_20210419_040000_46,1
20211B227_20210419_040000_47,1
20211B227_20210419_040000_48,1
20211B227_20210419_040000_49,1
20211B227_20210419_040000_5,4
20211B227_20210419_040000_50,1
20211B227_20210419_040000_51,1
20211B227_20210419_040000_52,1
20211B227_20210419_040000_53,1
20211B227_20210419_040000_54,1
20211B227_20210419_040000_55,1
20211B227_20210419_040000_56,1
20211B227_20210419_040000_57,1
20211B227_20210419_040000_58,1
20211B227_20210419_040000_59,3
20211B227_20210419_040000_6,4
20211B227_20210419_040000_60,3
20211B227_20210419_040000_61,3
20211B227_20210419_040000_62,3
20211B227_20210419_040000_63,3
20211B227_20210419_040000_64,3
20211B227_20210419_040000_65,3
20211B227_20210419_040000_67,3
20211B227_20210419_040000_68,3
20211B227_20210419_040000_69,3
20211B227_20210419_040000_7,4
20211B227_20210419_040000_70,3
20211B227_20210419_040000_71,3
20211B227_20210419_040000_72,3
20211B227_20210419_040000_73,3
20211B227_20210419_040000_74,3
20211B227_20210419_040000_75,3
20211B227_20210419_040000_76,3
20211B227_20210419_040000_77,3
20211B227_20210419_040000_78,3
20211B227_20210419_040000_79,3
20211B227_20210419_040000_8,4
20211B227_20210419_040000_80,3
20211B227_20210419_040000_81,3
20211B227_20210419_040000_82,3
20211B227_20210419_040000_83,3
20211B227_20210419_040000_84,3
20211B227_20210419_040000_85,3
20211B227_20210419_040000_86,3
20211B227_20210419_040000_87,3
20211B227_20210419_040000_88,3
20211B227_20210419_040000_89,3
20211B227_20210419_040000_9,4
20211B227_20210419_040000_90,3
20211B227_20210419_040000_91,3
20211B227_20210419_040000_92,3
20211B227_20210419_040000_93,3
20211B227_20210419_040000_94,3
20211B227_20210419_040000_95,3
20211B227_20210419_040000_96,3
20211B227_20210419_040000_97,3
20211B227_20210419_040000_98,3
20211B227_20210419_040000_99,3
20211B227_20210420_050000_0,0
20211B227_20210420_050000_1,0
20211B227_20210420_050000_10,0
20211B227_20210420_050000_11,0
20211B227_20210420_050000_12,0
20211B227_20210420_050000_13,0
20211B227_20210420_050000_14,0
20211B227_20210420_050000_15,0
20211B227_20210420_050000_16,0
20211B227_20210420_050000_17,0
20211B227_20210420_050000_18,0
20211B227_20210420_050000_19,0
20211B227_20210420_050000_2,0
20211B227_20210420_050000_20,0
20211B227_20210420_050000_21,0
20211B227_20210420_050000_22,4
20211B227_20210420_050000_24,4
20211B227_20210420_050000_25,4
20211B227_20210420_050000_26,4
20211B227_20210420_050000_27,4
20211B227_20210420_050000_28,4
20211B227_20210420_050000_29,4
20211B227_20210420_050000_3,0
20211B227_20210420_050000_30,4
20211B227_20210420_050000_31,4
20211B227_20210420_050000_32,4
20211B227_20210420_050000_33,4
20211B227_20210420_050000_34,4
20211B227_20210420_050000_35,4
20211B227_20210420_050000_36,4
20211B227_20210420_050000_37,4
20211B227_20210420_050000_38,4
20211B227_20210420_050000_39,4
20211B227_20210420_050000_4,0
20211B227_20210420_050000_40,4
20211B227_20210420_050000_41,4
20211B227_20210420_050000_42,4
20211B227_20210420_050000_43,4
20211B227_20210420_050000_44,4
20211B227_20210420_050000_45,4
20211B227_20210420_050000_46,4
20211B227_20210420_050000_47,4
20211B227_20210420_050000_48,4
20211B227_20210420_050000_49,4
20211B227_20210420_050000_5,0
20211B227_20210420_050000_50,4
20211B227_20210420_050000_51,4
20211B227_20210420_050000_52,4
20211B227_20210420_050000_53,4
20211B227_20210420_050000_54,4
20211B227_20210420_050000_55,4
20211B227_20210420_050000_56,4
20211B227_20210420_050000_6,0
20211B227_20210420_050000_7,0
20211B227_20210420_050000_8,0
20211B227_20210420_050000_9,0
20211C148_20210411_040000_45,0
20211C148_20210411_040000_46,1
20211C148_20210411_040000_47,1
20211C148_20210411_040000_48,1
20211C148_20210411_040000_49,1
20211C148_20210411_040000_50,1
20211C148_20210411_040000_52,1
20211C148_20210411_040000_53,1
20211C148_20210411_040000_54,1
20211C148_20210411_040000_56,1
20211C148_20210411_040000_58,1
20211C148_20210411_040000_61,1
20211C148_20210411_040000_62,1
20211C148_20210411_040000_65,1
20211C148_20210411_040000_66,1
20211C148_20210411_040000_68,1
20211C148_20210411_040000_80,4
20211C148_20210411_040000_81,4
20211C148_20210411_040000_85,-1
20211C148_20210411_050000_10,2
20211C148_20210411_050000_11,2
20211C148_20210411_050000_12,2
20211C148_20210411_050000_13,2
20211C148_20210411_050000_14,2
20211C148_20210411_050000_15,2
20211C148_20210411_050000_16,2
20211C148_20210411_050000_17,2
20211C148_20210411_050000_18,2
20211C148_20210411_050000_2,2
20211C148_20210411_050000_9,2
20211C148_20210413_040000_0,-1
20211C148_20210413_040000_12,0
20211C148_20210413_040000_13,0
20211C148_20210413_040000_14,0
20211C148_20210413_040000_15,0
20211C148_20210413_040000_16,0
20211C148_20210413_040000_18,0
20211C148_20210413_040000_19,0
20211C148_20210413_040000_20,0
20211C148_20210413_040000_21,0
20211C148_20210413_040000_22,0
20211C148_20210413_040000_23,0
20211C148_20210413_040000_24,0
20211C148_20210413_040000_25,0
20211C148_20210413_040000_26,0
20211C148_20210413_040000_27,0
20211C148_20210413_040000_28,0
20211C148_20210413_040000_29,0
20211C148_20210413_040000_30,0
20211C148_20210413_040000_31,0
20211C148_20210413_040000_32,0
20211C148_20210413_040000_33,3
20211C148_20210413_040000_34,3
20211C148_20210413_040000_35,3
20211C148_20210413_040000_36,3
20211C148_20210413_040000_37,3
20211C148_20210413_040000_38,3
20211C148_20210413_040000_39,3
20211C148_20210413_040000_40,3
20211C148_20210413_040000_41,3
20211C148_20210413_040000_42,3
20211C148_20210413_040000_43,3
20211C148_20210413_040000_44,4
20211C148_20210413_040000_45,4
20211C148_20210413_040000_46,4
20211C148_20210413_040000_47,4
20211C148_20210413_040000_48,4
20211C148_20210413_040000_49,4
20211C148_20210413_040000_50,4
20211C148_20210413_040000_51,4
20211C148_20210413_040000_52,4
